#This is the fibers geometry file for AESOP
#This file was first written at: Tue Apr  5 16:30:01 CEST 2016
#Original filename: /home/tdwelly/4most/OpSim/inputs_to_system_model/AESOP/info_2016-04-05/aesop-cfg.json
#This file contains one entry per Fiber/Positioner, and gives the coordinates and details of each fiber
#Other info:
#Pitch is 9.542mm between fibres
#Fibe size is 0.085, so 1.43 asec
#Plate scale is 0.0594 mm/asec
#FoV is 535mm = 2.502 degrees diameter
#Rad curve 4,653 mm
#Patrol requirement is 11.5mm, but in practice they expect 12.3mm +/- 0.5 (so 11.8-12.8mm)
#Description of columns:
#Index  Name        Format    Description
#-----  ----------- --------- --------------------------------------------------------------------------------
#1      id          integer   Fiber identification number
#2      x0_mm       float     offset of the fiber base position from the FoV centre in the x-direction (mm)
#3      y0_mm       float     offset of the fiber base position from the FoV centre in the x-direction (mm)
#4      res         integer   code giving the resolution code of the fiber (1=low res, 2=high res)
#5      sector      integer   ID of the sky fiber allocation sector that this fiber lies within
#6      EdgeFlag    integer   Flag set if the fiber is at edge of field (0=middle;1=border;2=edge;3=corner)
#7      Spectro     string    HR, LR-A, LR-B
#8      Slitlet     integer   Slitlet within spectrograph
#9      Slitpos     integer   Slitpos within slitlet
#-----  ----------- --------- --------------------------------------------------------------------------------
id            x0_mm     y0_mm       res      sector  EdgeFlag  Spectro  Slitlet  Slitpos
1233           4.1629  -135.9499    2       -1       -1      HR        27       25
1234           4.1632  -126.4121    1       -1       -1    LR-A        27       24
1235           4.1634  -116.8737    1       -1       -1    LR-B        27       24
1236           4.1636  -107.3348    2       -1       -1      HR        27       24
1237           4.1638   -97.7955    1       -1       -1    LR-A        27       23
1238           4.1640   -88.2557    1       -1       -1    LR-B        27       23
1239           4.1641   -78.7155    2       -1       -1      HR        27       23
1240           4.1643   -69.1750    1       -1       -1    LR-A        27       22
1241           4.1644   -59.6342    1       -1       -1    LR-B        27       22
1242           4.1645   -50.0932    2       -1       -1      HR        27       22
1243           4.1646   -40.5519    1       -1       -1    LR-A        27       21
1244           4.1646   -31.0104    1       -1       -1    LR-B        27       21
1245           4.1647   -21.4688    2       -1       -1      HR        27       21
1246           4.1647   -11.9272    1       -1       -1    LR-A        27       20
1247           4.1647    -2.3854    1       -1       -1    LR-B        27       20
1248           4.1647     7.1563    2       -1       -1      HR        27       20
1249           4.1647    16.6980    1       -1       -1    LR-A        27       19
1250           4.1647    26.2397    1       -1       -1    LR-B        27       19
1251           4.1646    35.7812    2       -1       -1      HR        27       19
1252           4.1646    45.3225    1       -1       -1    LR-A        27       18
1253           4.1644    54.8637    1       -1       -1    LR-B        27       18
1254           4.1643    64.4047    2       -1       -1      HR        27       18
1255           4.1642    73.9453    1       -1       -1    LR-A        27       17
1256           4.1641    83.4856    1       -1       -1    LR-B        27       17
1257           4.1639    93.0256    2       -1       -1      HR        27       17
1258           4.1637   102.5652    1       -1       -1    LR-A        27       16
1259           4.1635   112.1043    1       -1       -1    LR-B        27       16
1260           4.1633   121.6430    2       -1       -1      HR        27       16
1261           4.1631   131.1811    1       -1       -1    LR-A        27       15
1262           4.1628   140.7186    1       -1       -1    LR-B        27       15
1263           4.1625   150.2556    2       -1       -1      HR        27       15
1264           4.1622   159.7919    1       -1       -1    LR-A        27       14
1265           4.1619   169.3275    1       -1       -1    LR-B        27       14
1266           4.1616   178.8623    2       -1       -1      HR        27       14
1267           4.1612   188.3964    1       -1       -1    LR-A        27       13
1268           4.1609   197.9297    1       -1       -1    LR-B        27       13
1269           4.1605   207.4621    2       -1       -1      HR        27       13
1270           4.1601   216.9936    1       -1       -1    LR-A        27       12
1271           4.1597   226.5242    1       -1       -1    LR-B        27       12
1272           4.1592   236.0538    2       -1       -1      HR        27       12
1273           4.1588   245.5824    1       -1       -1    LR-A        27       11
1274           4.1583   255.1099    1       -1       -1    LR-B        27       11
1275           4.1578   264.6363    2       -1       -1      HR        27       11
1276          12.4734  -264.6363    2       -1       -1      HR        28       29
1277          12.4749  -255.1099    1       -1       -1    LR-A        28       29
1278          12.4763  -245.5824    1       -1       -1    LR-B        28       29
1279          12.4777  -236.0538    2       -1       -1      HR        28       28
1280          12.4790  -226.5242    1       -1       -1    LR-A        28       28
1281          12.4802  -216.9936    1       -1       -1    LR-B        28       28
1282          12.4815  -207.4621    2       -1       -1      HR        28       27
1283          12.4826  -197.9297    1       -1       -1    LR-A        28       27
1284          12.4837  -188.3964    1       -1       -1    LR-B        28       27
1285          12.4847  -178.8623    2       -1       -1      HR        28       26
1286          12.4857  -169.3275    1       -1       -1    LR-A        28       26
1287          12.4866  -159.7919    1       -1       -1    LR-B        28       26
1288          12.4875  -150.2556    2       -1       -1      HR        28       25
1289          12.4884  -140.7186    1       -1       -1    LR-A        28       25
1290          12.4891  -131.1811    1       -1       -1    LR-B        28       25
1291          12.4898  -121.6430    2       -1       -1      HR        28       24
1292          12.4905  -112.1043    1       -1       -1    LR-A        28       24
1293          12.4911  -102.5652    1       -1       -1    LR-B        28       24
1294          12.4917   -93.0256    2       -1       -1      HR        28       23
1295          12.4922   -83.4856    1       -1       -1    LR-A        28       23
1296          12.4926   -73.9453    1       -1       -1    LR-B        28       23
1297          12.4930   -64.4047    2       -1       -1      HR        28       22
1298          12.4933   -54.8637    1       -1       -1    LR-A        28       22
1299          12.4936   -45.3225    1       -1       -1    LR-B        28       22
1300          12.4939   -35.7812    2       -1       -1      HR        28       21
1301          12.4940   -26.2397    1       -1       -1    LR-A        28       21
1302          12.4941   -16.6980    1       -1       -1    LR-B        28       21
1303          12.4942    -7.1563    2       -1       -1      HR        28       20
1304          12.4942     2.3854    1       -1       -1    LR-A        28       20
1305          12.4942    11.9272    1       -1       -1    LR-B        28       20
1306          12.4941    21.4688    2       -1       -1      HR        28       19
1307          12.4940    31.0104    1       -1       -1    LR-A        28       19
1308          12.4938    40.5519    1       -1       -1    LR-B        28       19
1309          12.4935    50.0932    2       -1       -1      HR        28       18
1310          12.4932    59.6342    1       -1       -1    LR-A        28       18
1311          12.4928    69.1750    1       -1       -1    LR-B        28       18
1312          12.4924    78.7155    2       -1       -1      HR        28       17
1313          12.4919    88.2557    1       -1       -1    LR-A        28       17
1314          12.4914    97.7955    1       -1       -1    LR-B        28       17
1315          12.4908   107.3348    2       -1       -1      HR        28       16
1316          12.4902   116.8737    1       -1       -1    LR-A        28       16
1317          12.4895   126.4121    1       -1       -1    LR-B        28       16
1318          12.4887   135.9499    2       -1       -1      HR        28       15
1319          12.4880   145.4872    1       -1       -1    LR-A        28       15
1320          12.4871   155.0238    1       -1       -1    LR-B        28       15
1321          12.4862   164.5597    2       -1       -1      HR        28       14
1322          12.4852   174.0950    1       -1       -1    LR-A        28       14
1323          12.4842   183.6295    1       -1       -1    LR-B        28       14
1324          12.4832   193.1632    2       -1       -1      HR        28       13
1325          12.4820   202.6960    1       -1       -1    LR-A        28       13
1326          12.4809   212.2280    1       -1       -1    LR-B        28       13
1327          12.4796   221.7591    2       -1       -1      HR        28       12
1328          12.4783   231.2892    1       -1       -1    LR-A        28       12
1329          12.4770   240.8182    1       -1       -1    LR-B        28       12
1330          12.4756   250.3463    2       -1       -1      HR        28       11
1331          12.4742   259.8733    1       -1       -1    LR-A        28       11
1332          20.7902  -259.8733    1       -1       -1    LR-B        25       29
1333          20.7926  -250.3463    2       -1       -1      HR        25       29
1334          20.7950  -240.8182    1       -1       -1    LR-A        25       29
1335          20.7972  -231.2892    1       -1       -1    LR-B        25       28
1336          20.7993  -221.7591    2       -1       -1      HR        25       28
1337          20.8014  -212.2280    1       -1       -1    LR-A        25       28
1338          20.8033  -202.6960    1       -1       -1    LR-B        25       27
1339          20.8052  -193.1632    2       -1       -1      HR        25       27
1340          20.8070  -183.6295    1       -1       -1    LR-A        25       27
1341          20.8087  -174.0950    1       -1       -1    LR-B        25       26
1342          20.8103  -164.5597    2       -1       -1      HR        25       26
1343          20.8118  -155.0238    1       -1       -1    LR-A        25       26
1344          20.8132  -145.4872    1       -1       -1    LR-B        25       25
1345          20.8145  -135.9499    2       -1       -1      HR        25       25
1346          20.8158  -126.4121    1       -1       -1    LR-A        25       25
1347          20.8169  -116.8737    1       -1       -1    LR-B        25       24
1348          20.8180  -107.3348    2       -1       -1      HR        25       24
1349          20.8190   -97.7955    1       -1       -1    LR-A        25       24
1350          20.8198   -88.2557    1       -1       -1    LR-B        25       23
1351          20.8206   -78.7155    2       -1       -1      HR        25       23
1352          20.8213   -69.1750    1       -1       -1    LR-A        25       23
1353          20.8219   -59.6342    1       -1       -1    LR-B        25       22
1354          20.8224   -50.0932    2       -1       -1      HR        25       22
1355          20.8229   -40.5519    1       -1       -1    LR-A        25       22
1356          20.8232   -31.0104    1       -1       -1    LR-B        25       21
1357          20.8235   -21.4688    2       -1       -1      HR        25       21
1358          20.8236   -11.9272    1       -1       -1    LR-A        25       21
1359          20.8237    -2.3854    1       -1       -1    LR-B        25       20
1360          20.8237     7.1563    2       -1       -1      HR        25       20
1361          20.8235    16.6980    1       -1       -1    LR-A        25       20
1362          20.8233    26.2397    1       -1       -1    LR-B        25       19
1363          20.8230    35.7812    2       -1       -1      HR        25       19
1364          20.8227    45.3225    1       -1       -1    LR-A        25       19
1365          20.8222    54.8637    1       -1       -1    LR-B        25       18
1366          20.8216    64.4047    2       -1       -1      HR        25       18
1367          20.8210    73.9453    1       -1       -1    LR-A        25       18
1368          20.8202    83.4856    1       -1       -1    LR-B        25       17
1369          20.8194    93.0256    2       -1       -1      HR        25       17
1370          20.8185   102.5652    1       -1       -1    LR-A        25       17
1371          20.8175   112.1043    1       -1       -1    LR-B        25       16
1372          20.8164   121.6430    2       -1       -1      HR        25       16
1373          20.8152   131.1811    1       -1       -1    LR-A        25       16
1374          20.8139   140.7186    1       -1       -1    LR-B        25       15
1375          20.8125   150.2556    2       -1       -1      HR        25       15
1376          20.8110   159.7919    1       -1       -1    LR-A        25       15
1377          20.8095   169.3275    1       -1       -1    LR-B        25       14
1378          20.8078   178.8623    2       -1       -1      HR        25       14
1379          20.8061   188.3964    1       -1       -1    LR-A        25       14
1380          20.8043   197.9297    1       -1       -1    LR-B        25       13
1381          20.8024   207.4621    2       -1       -1      HR        25       13
1382          20.8004   216.9936    1       -1       -1    LR-A        25       13
1383          20.7983   226.5242    1       -1       -1    LR-B        25       12
1384          20.7961   236.0538    2       -1       -1      HR        25       12
1385          20.7938   245.5824    1       -1       -1    LR-A        25       12
1386          20.7915   255.1099    1       -1       -1    LR-B        25       11
1387          29.1079  -255.1099    1       -1       -1    LR-A        26       29
1388          29.1112  -245.5824    1       -1       -1    LR-B        26       29
1389          29.1144  -236.0538    2       -1       -1      HR        26       29
1390          29.1175  -226.5242    1       -1       -1    LR-A        26       28
1391          29.1204  -216.9936    1       -1       -1    LR-B        26       28
1392          29.1232  -207.4621    2       -1       -1      HR        26       28
1393          29.1259  -197.9297    1       -1       -1    LR-A        26       27
1394          29.1285  -188.3964    1       -1       -1    LR-B        26       27
1395          29.1309  -178.8623    2       -1       -1      HR        26       27
1396          29.1332  -169.3275    1       -1       -1    LR-A        26       26
1397          29.1354  -159.7919    1       -1       -1    LR-B        26       26
1398          29.1374  -150.2556    2       -1       -1      HR        26       26
1399          29.1393  -140.7186    1       -1       -1    LR-A        26       25
1400          29.1411  -131.1811    1       -1       -1    LR-B        26       25
1401          29.1428  -121.6430    2       -1       -1      HR        26       25
1402          29.1443  -112.1043    1       -1       -1    LR-A        26       24
1403          29.1458  -102.5652    1       -1       -1    LR-B        26       24
1404          29.1471   -93.0256    2       -1       -1      HR        26       24
1405          29.1482   -83.4856    1       -1       -1    LR-A        26       23
1406          29.1493   -73.9453    1       -1       -1    LR-B        26       23
1407          29.1502   -64.4047    2       -1       -1      HR        26       23
1408          29.1510   -54.8637    1       -1       -1    LR-A        26       22
1409          29.1516   -45.3225    1       -1       -1    LR-B        26       22
1410          29.1522   -35.7812    2       -1       -1      HR        26       22
1411          29.1526   -26.2397    1       -1       -1    LR-A        26       21
1412          29.1529   -16.6980    1       -1       -1    LR-B        26       21
1413          29.1530    -7.1563    2       -1       -1      HR        26       21
1414          29.1531     2.3854    1       -1       -1    LR-A        26       20
1415          29.1530    11.9272    1       -1       -1    LR-B        26       20
1416          29.1527    21.4688    2       -1       -1      HR        26       20
1417          29.1524    31.0104    1       -1       -1    LR-A        26       19
1418          29.1519    40.5519    1       -1       -1    LR-B        26       19
1419          29.1513    50.0932    2       -1       -1      HR        26       19
1420          29.1506    59.6342    1       -1       -1    LR-A        26       18
1421          29.1497    69.1750    1       -1       -1    LR-B        26       18
1422          29.1488    78.7155    2       -1       -1      HR        26       18
1423          29.1477    88.2557    1       -1       -1    LR-A        26       17
1424          29.1464    97.7955    1       -1       -1    LR-B        26       17
1425          29.1451   107.3348    2       -1       -1      HR        26       17
1426          29.1436   116.8737    1       -1       -1    LR-A        26       16
1427          29.1420   126.4121    1       -1       -1    LR-B        26       16
1428          29.1403   135.9499    2       -1       -1      HR        26       16
1429          29.1384   145.4872    1       -1       -1    LR-A        26       15
1430          29.1364   155.0238    1       -1       -1    LR-B        26       15
1431          29.1343   164.5597    2       -1       -1      HR        26       15
1432          29.1320   174.0950    1       -1       -1    LR-A        26       14
1433          29.1297   183.6295    1       -1       -1    LR-B        26       14
1434          29.1272   193.1632    2       -1       -1      HR        26       14
1435          29.1246   202.6960    1       -1       -1    LR-A        26       13
1436          29.1218   212.2280    1       -1       -1    LR-B        26       13
1437          29.1190   221.7591    2       -1       -1      HR        26       13
1438          29.1160   231.2892    1       -1       -1    LR-A        26       12
1439          29.1128   240.8182    1       -1       -1    LR-B        26       12
1440          29.1096   250.3463    2       -1       -1      HR        26       12
1441          37.4265  -250.3463    2       -1       -1      HR        23       29
1442          37.4306  -240.8182    1       -1       -1    LR-A        23       29
1443          37.4347  -231.2892    1       -1       -1    LR-B        23       29
1444          37.4385  -221.7591    2       -1       -1      HR        23       28
1445          37.4422  -212.2280    1       -1       -1    LR-A        23       28
1446          37.4457  -202.6960    1       -1       -1    LR-B        23       28
1447          37.4491  -193.1632    2       -1       -1      HR        23       27
1448          37.4523  -183.6295    1       -1       -1    LR-A        23       27
1449          37.4553  -174.0950    1       -1       -1    LR-B        23       27
1450          37.4582  -164.5597    2       -1       -1      HR        23       26
1451          37.4609  -155.0238    1       -1       -1    LR-A        23       26
1452          37.4635  -145.4872    1       -1       -1    LR-B        23       26
1453          37.4659  -135.9499    2       -1       -1      HR        23       25
1454          37.4681  -126.4121    1       -1       -1    LR-A        23       25
1455          37.4702  -116.8737    1       -1       -1    LR-B        23       25
1456          37.4721  -107.3348    2       -1       -1      HR        23       24
1457          37.4738   -97.7955    1       -1       -1    LR-A        23       24
1458          37.4754   -88.2557    1       -1       -1    LR-B        23       24
1459          37.4768   -78.7155    2       -1       -1      HR        23       23
1460          37.4781   -69.1750    1       -1       -1    LR-A        23       23
1461          37.4792   -59.6342    1       -1       -1    LR-B        23       23
1462          37.4801   -50.0932    2       -1       -1      HR        23       22
1463          37.4809   -40.5519    1       -1       -1    LR-A        23       22
1464          37.4815   -31.0104    1       -1       -1    LR-B        23       22
1465          37.4819   -21.4688    2       -1       -1      HR        23       21
1466          37.4822   -11.9272    1       -1       -1    LR-A        23       21
1467          37.4823    -2.3854    1       -1       -1    LR-B        23       21
1468          37.4823     7.1563    2       -1       -1      HR        23       20
1469          37.4821    16.6980    1       -1       -1    LR-A        23       20
1470          37.4817    26.2397    1       -1       -1    LR-B        23       20
1471          37.4812    35.7812    2       -1       -1      HR        23       19
1472          37.4805    45.3225    1       -1       -1    LR-A        23       19
1473          37.4797    54.8637    1       -1       -1    LR-B        23       19
1474          37.4786    64.4047    2       -1       -1      HR        23       18
1475          37.4775    73.9453    1       -1       -1    LR-A        23       18
1476          37.4761    83.4856    1       -1       -1    LR-B        23       18
1477          37.4746    93.0256    2       -1       -1      HR        23       17
1478          37.4730   102.5652    1       -1       -1    LR-A        23       17
1479          37.4711   112.1043    1       -1       -1    LR-B        23       17
1480          37.4691   121.6430    2       -1       -1      HR        23       16
1481          37.4670   131.1811    1       -1       -1    LR-A        23       16
1482          37.4647   140.7186    1       -1       -1    LR-B        23       16
1483          37.4622   150.2556    2       -1       -1      HR        23       15
1484          37.4596   159.7919    1       -1       -1    LR-A        23       15
1485          37.4568   169.3275    1       -1       -1    LR-B        23       15
1486          37.4538   178.8623    2       -1       -1      HR        23       14
1487          37.4507   188.3964    1       -1       -1    LR-A        23       14
1488          37.4474   197.9297    1       -1       -1    LR-B        23       14
1489          37.4440   207.4621    2       -1       -1      HR        23       13
1490          37.4404   216.9936    1       -1       -1    LR-A        23       13
1491          37.4366   226.5242    1       -1       -1    LR-B        23       13
1492          37.4327   236.0538    2       -1       -1      HR        23       12
1493          37.4286   245.5824    1       -1       -1    LR-A        23       12
1494          45.7458  -245.5824    1       -1       -1    LR-B        24       29
1495          45.7508  -236.0538    2       -1       -1      HR        24       29
1496          45.7556  -226.5242    1       -1       -1    LR-A        24       29
1497          45.7602  -216.9936    1       -1       -1    LR-B        24       28
1498          45.7646  -207.4621    2       -1       -1      HR        24       28
1499          45.7688  -197.9297    1       -1       -1    LR-A        24       28
1500          45.7728  -188.3964    1       -1       -1    LR-B        24       27
1501          45.7767  -178.8623    2       -1       -1      HR        24       27
1502          45.7803  -169.3275    1       -1       -1    LR-A        24       27
1503          45.7837  -159.7919    1       -1       -1    LR-B        24       26
1504          45.7869  -150.2556    2       -1       -1      HR        24       26
1505          45.7899  -140.7186    1       -1       -1    LR-A        24       26
1506          45.7927  -131.1811    1       -1       -1    LR-B        24       25
1507          45.7954  -121.6430    2       -1       -1      HR        24       25
1508          45.7978  -112.1043    1       -1       -1    LR-A        24       25
1509          45.8000  -102.5652    1       -1       -1    LR-B        24       24
1510          45.8021   -93.0256    2       -1       -1      HR        24       24
1511          45.8039   -83.4856    1       -1       -1    LR-A        24       24
1512          45.8055   -73.9453    1       -1       -1    LR-B        24       23
1513          45.8070   -64.4047    2       -1       -1      HR        24       23
1514          45.8082   -54.8637    1       -1       -1    LR-A        24       23
1515          45.8093   -45.3225    1       -1       -1    LR-B        24       22
1516          45.8101   -35.7812    2       -1       -1      HR        24       22
1517          45.8107   -26.2397    1       -1       -1    LR-A        24       22
1518          45.8112   -16.6980    1       -1       -1    LR-B        24       21
1519          45.8114    -7.1563    2       -1       -1      HR        24       21
1520          45.8115     2.3854    1       -1       -1    LR-A        24       21
1521          45.8113    11.9272    1       -1       -1    LR-B        24       20
1522          45.8110    21.4688    2       -1       -1      HR        24       20
1523          45.8104    31.0104    1       -1       -1    LR-A        24       20
1524          45.8097    40.5519    1       -1       -1    LR-B        24       19
1525          45.8088    50.0932    2       -1       -1      HR        24       19
1526          45.8076    59.6342    1       -1       -1    LR-A        24       19
1527          45.8063    69.1750    1       -1       -1    LR-B        24       18
1528          45.8047    78.7155    2       -1       -1      HR        24       18
1529          45.8030    88.2557    1       -1       -1    LR-A        24       18
1530          45.8011    97.7955    1       -1       -1    LR-B        24       17
1531          45.7989   107.3348    2       -1       -1      HR        24       17
1532          45.7966   116.8737    1       -1       -1    LR-A        24       17
1533          45.7941   126.4121    1       -1       -1    LR-B        24       16
1534          45.7914   135.9499    2       -1       -1      HR        24       16
1535          45.7884   145.4872    1       -1       -1    LR-A        24       16
1536          45.7853   155.0238    1       -1       -1    LR-B        24       15
1537          45.7820   164.5597    2       -1       -1      HR        24       15
1538          45.7785   174.0950    1       -1       -1    LR-A        24       15
1539          45.7748   183.6295    1       -1       -1    LR-B        24       14
1540          45.7709   193.1632    2       -1       -1      HR        24       14
1541          45.7667   202.6960    1       -1       -1    LR-A        24       14
1542          45.7624   212.2280    1       -1       -1    LR-B        24       13
1543          45.7579   221.7591    2       -1       -1      HR        24       13
1544          45.7532   231.2892    1       -1       -1    LR-A        24       13
1545          45.7483   240.8182    1       -1       -1    LR-B        24       12
1546          54.0658  -240.8182    1       -1       -1    LR-A        21       29
1547          54.0716  -231.2892    1       -1       -1    LR-B        21       29
1548          54.0772  -221.7591    2       -1       -1      HR        21       29
1549          54.0825  -212.2280    1       -1       -1    LR-A        21       28
1550          54.0876  -202.6960    1       -1       -1    LR-B        21       28
1551          54.0925  -193.1632    2       -1       -1      HR        21       28
1552          54.0971  -183.6295    1       -1       -1    LR-A        21       27
1553          54.1015  -174.0950    1       -1       -1    LR-B        21       27
1554          54.1057  -164.5597    2       -1       -1      HR        21       27
1555          54.1096  -155.0238    1       -1       -1    LR-A        21       26
1556          54.1133  -145.4872    1       -1       -1    LR-B        21       26
1557          54.1167  -135.9499    2       -1       -1      HR        21       26
1558          54.1199  -126.4121    1       -1       -1    LR-A        21       25
1559          54.1229  -116.8737    1       -1       -1    LR-B        21       25
1560          54.1257  -107.3348    2       -1       -1      HR        21       25
1561          54.1282   -97.7955    1       -1       -1    LR-A        21       24
1562          54.1305   -88.2557    1       -1       -1    LR-B        21       24
1563          54.1325   -78.7155    2       -1       -1      HR        21       24
1564          54.1343   -69.1750    1       -1       -1    LR-A        21       23
1565          54.1359   -59.6342    1       -1       -1    LR-B        21       23
1566          54.1373   -50.0932    2       -1       -1      HR        21       23
1567          54.1384   -40.5519    1       -1       -1    LR-A        21       22
1568          54.1393   -31.0104    1       -1       -1    LR-B        21       22
1569          54.1399   -21.4688    2       -1       -1      HR        21       22
1570          54.1403   -11.9272    1       -1       -1    LR-A        21       21
1571          54.1405    -2.3854    1       -1       -1    LR-B        21       21
1572          54.1404     7.1563    2       -1       -1      HR        21       21
1573          54.1401    16.6980    1       -1       -1    LR-A        21       20
1574          54.1396    26.2397    1       -1       -1    LR-B        21       20
1575          54.1388    35.7812    2       -1       -1      HR        21       20
1576          54.1379    45.3225    1       -1       -1    LR-A        21       19
1577          54.1366    54.8637    1       -1       -1    LR-B        21       19
1578          54.1352    64.4047    2       -1       -1      HR        21       19
1579          54.1335    73.9453    1       -1       -1    LR-A        21       18
1580          54.1315    83.4856    1       -1       -1    LR-B        21       18
1581          54.1294    93.0256    2       -1       -1      HR        21       18
1582          54.1270   102.5652    1       -1       -1    LR-A        21       17
1583          54.1243   112.1043    1       -1       -1    LR-B        21       17
1584          54.1215   121.6430    2       -1       -1      HR        21       17
1585          54.1183   131.1811    1       -1       -1    LR-A        21       16
1586          54.1150   140.7186    1       -1       -1    LR-B        21       16
1587          54.1114   150.2556    2       -1       -1      HR        21       16
1588          54.1076   159.7919    1       -1       -1    LR-A        21       15
1589          54.1036   169.3275    1       -1       -1    LR-B        21       15
1590          54.0993   178.8623    2       -1       -1      HR        21       15
1591          54.0948   188.3964    1       -1       -1    LR-A        21       14
1592          54.0901   197.9297    1       -1       -1    LR-B        21       14
1593          54.0851   207.4621    2       -1       -1      HR        21       14
1594          54.0799   216.9936    1       -1       -1    LR-A        21       13
1595          54.0744   226.5242    1       -1       -1    LR-B        21       13
1596          54.0688   236.0538    2       -1       -1      HR        21       13
1597          62.3866  -236.0538    2       -1       -1      HR        22       29
1598          62.3931  -226.5242    1       -1       -1    LR-A        22       29
1599          62.3994  -216.9936    1       -1       -1    LR-B        22       29
1600          62.4054  -207.4621    2       -1       -1      HR        22       28
1601          62.4111  -197.9297    1       -1       -1    LR-A        22       28
1602          62.4166  -188.3964    1       -1       -1    LR-B        22       28
1603          62.4218  -178.8623    2       -1       -1      HR        22       27
1604          62.4267  -169.3275    1       -1       -1    LR-A        22       27
1605          62.4314  -159.7919    1       -1       -1    LR-B        22       27
1606          62.4358  -150.2556    2       -1       -1      HR        22       26
1607          62.4399  -140.7186    1       -1       -1    LR-A        22       26
1608          62.4438  -131.1811    1       -1       -1    LR-B        22       26
1609          62.4474  -121.6430    2       -1       -1      HR        22       25
1610          62.4507  -112.1043    1       -1       -1    LR-A        22       25
1611          62.4537  -102.5652    1       -1       -1    LR-B        22       25
1612          62.4565   -93.0256    2       -1       -1      HR        22       24
1613          62.4590   -83.4856    1       -1       -1    LR-A        22       24
1614          62.4612   -73.9453    1       -1       -1    LR-B        22       24
1615          62.4632   -64.4047    2       -1       -1      HR        22       23
1616          62.4649   -54.8637    1       -1       -1    LR-A        22       23
1617          62.4663   -45.3225    1       -1       -1    LR-B        22       23
1618          62.4674   -35.7812    2       -1       -1      HR        22       22
1619          62.4683   -26.2397    1       -1       -1    LR-A        22       22
1620          62.4689   -16.6980    1       -1       -1    LR-B        22       22
1621          62.4693    -7.1563    2       -1       -1      HR        22       21
1622          62.4693     2.3854    1       -1       -1    LR-A        22       21
1623          62.4691    11.9272    1       -1       -1    LR-B        22       21
1624          62.4686    21.4688    2       -1       -1      HR        22       20
1625          62.4679    31.0104    1       -1       -1    LR-A        22       20
1626          62.4669    40.5519    1       -1       -1    LR-B        22       20
1627          62.4656    50.0932    2       -1       -1      HR        22       19
1628          62.4641    59.6342    1       -1       -1    LR-A        22       19
1629          62.4622    69.1750    1       -1       -1    LR-B        22       19
1630          62.4601    78.7155    2       -1       -1      HR        22       18
1631          62.4578    88.2557    1       -1       -1    LR-A        22       18
1632          62.4551    97.7955    1       -1       -1    LR-B        22       18
1633          62.4522   107.3348    2       -1       -1      HR        22       17
1634          62.4490   116.8737    1       -1       -1    LR-A        22       17
1635          62.4456   126.4121    1       -1       -1    LR-B        22       17
1636          62.4419   135.9499    2       -1       -1      HR        22       16
1637          62.4379   145.4872    1       -1       -1    LR-A        22       16
1638          62.4336   155.0238    1       -1       -1    LR-B        22       16
1639          62.4291   164.5597    2       -1       -1      HR        22       15
1640          62.4243   174.0950    1       -1       -1    LR-A        22       15
1641          62.4192   183.6295    1       -1       -1    LR-B        22       15
1642          62.4139   193.1632    2       -1       -1      HR        22       14
1643          62.4083   202.6960    1       -1       -1    LR-A        22       14
1644          62.4024   212.2280    1       -1       -1    LR-B        22       14
1645          62.3963   221.7591    2       -1       -1      HR        22       13
1646          62.3899   231.2892    1       -1       -1    LR-A        22       13
1647          70.7079  -231.2892    1       -1       -1    LR-B        19       29
1648          70.7152  -221.7591    2       -1       -1      HR        19       29
1649          70.7221  -212.2280    1       -1       -1    LR-A        19       29
1650          70.7288  -202.6960    1       -1       -1    LR-B        19       28
1651          70.7351  -193.1632    2       -1       -1      HR        19       28
1652          70.7412  -183.6295    1       -1       -1    LR-A        19       28
1653          70.7469  -174.0950    1       -1       -1    LR-B        19       27
1654          70.7524  -164.5597    2       -1       -1      HR        19       27
1655          70.7575  -155.0238    1       -1       -1    LR-A        19       27
1656          70.7623  -145.4872    1       -1       -1    LR-B        19       26
1657          70.7668  -135.9499    2       -1       -1      HR        19       26
1658          70.7711  -126.4121    1       -1       -1    LR-A        19       26
1659          70.7750  -116.8737    1       -1       -1    LR-B        19       25
1660          70.7786  -107.3348    2       -1       -1      HR        19       25
1661          70.7819   -97.7955    1       -1       -1    LR-A        19       25
1662          70.7848   -88.2557    1       -1       -1    LR-B        19       24
1663          70.7875   -78.7155    2       -1       -1      HR        19       24
1664          70.7899   -69.1750    1       -1       -1    LR-A        19       24
1665          70.7920   -59.6342    1       -1       -1    LR-B        19       23
1666          70.7937   -50.0932    2       -1       -1      HR        19       23
1667          70.7952   -40.5519    1       -1       -1    LR-A        19       23
1668          70.7963   -31.0104    1       -1       -1    LR-B        19       22
1669          70.7972   -21.4688    2       -1       -1      HR        19       22
1670          70.7977   -11.9272    1       -1       -1    LR-A        19       22
1671          70.7979    -2.3854    1       -1       -1    LR-B        19       21
1672          70.7979     7.1563    2       -1       -1      HR        19       21
1673          70.7975    16.6980    1       -1       -1    LR-A        19       21
1674          70.7968    26.2397    1       -1       -1    LR-B        19       20
1675          70.7958    35.7812    2       -1       -1      HR        19       20
1676          70.7945    45.3225    1       -1       -1    LR-A        19       20
1677          70.7929    54.8637    1       -1       -1    LR-B        19       19
1678          70.7910    64.4047    2       -1       -1      HR        19       19
